cataloger,bookid,count,title,author,combinedName,authorOfColor,nonPersonAuthor,yrpub,neighborhood,collection,age,type,category1,category2,publication,media,summary,deweywording,subjects,deweydec,languages,originalLang,lcclassification,isbn
A,167760583,1,An Evening of Long Goodbyes: A Novel,"Murray, Paul",Paul Murray,0,0,2004,Queen Anne,QueenAnne3,Adult,Fiction,Novel,Null,"Random House (2004), Edition: First American Edition, 432 pages",Hardcover,An Evening of Long Goodbyes: A Novel by Paul Murray (2004),American And Canadian > Fiction > Literature,Bildungsromans|Biographers > Fiction|Brothers and sisters > Fiction|Children of the rich > Fiction|Domestic Fiction|Domestic fiction|Dublin (Ireland) > Fiction|Film historians > Fiction|Humorous fiction|Inheritance and succession > Fiction|humorous fiction,813,English,English,PR6113 .U78,[1400061164]
A,167760727,1,Bridget Jones: The Edge of Reason: A Novel,"Fielding, Helen",Helen Fielding,0,0,2001,Queen Anne,QueenAnne3,Adult,Fiction,novel,Null,"Penguin Books (2001), Edition: Reprint, 352 pages",Paperback,Bridget Jones: The Edge of Reason: A Novel by Helen Fielding (2001),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Comedy|Comedy > Feature|Diary Fiction|Diary fiction|England > Fiction|England > fiction|Humorous Stories|Humorous fiction|Humorous stories|Jones, Bridget (Fictitious character) > Fiction|Romance|Romance > Feature|Single women > England > London > Fiction|Single women > Fiction|Single women > London > Fiction|comedy|humorous fiction|humorous stories",823.914,English,English,PR6056 .I4588,[0140298479]
A,167760786,1,Wings,"Pike, Aprilynne",Aprilynne Pike,0,0,2009,Queen Anne,QueenAnne3,Adult,Fiction,Novel,Null,"HarperTeen (2009), Edition: 1st, 294 pages",Hardcover,Wings by Aprilynne Pike (2009),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,PZ7 .P6257,[0061668036]
A,167760666,1,Once and Always (The Sequels series),"McNaught, Judith",Judith McNaught,0,0,1990,Queen Anne,QueenAnne3,Adult,Fiction,Romance,Null,"Pocket Books (1990), 400 pages",Paperback,Once and Always (The Sequels series) by Judith McNaught (1990),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,English,English,PS3563 .C3884 O53,[9780671737627]
A,167760693,1,The Gunslinger (Revised Edition): The Dark Tower I,"King, Stephen",Stephen King,0,0,2003,Queen Anne,QueenAnne3,Adult,Fiction,SciFi/Fantasy,Null,"NAL (2003), Edition: Revised, 272 pages",Paperback,The Gunslinger (Revised Edition): The Dark Tower I by Stephen King (2003),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Fantasy fiction|Good and evil > Fiction|Roland (Fictitious character : King) > Fiction|Roland (Fictitious character) > Fiction|fantasy fiction,813.54,English,English,PS3561 .I483,[0452284694]
A,167760781,1,Quarantine,"Egan, Greg",Greg Egan,0,0,1999,Queen Anne,QueenAnne3,Adult,Fiction,SciFi/Fantasy,Null,"Gollancz (1999), Edition: New Ed, 256 pages",Paperback,Quarantine by Greg Egan (1999),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Science Fiction|Science fiction|science fiction,813.54,English,English,PR9619.3 .E35,[1857985907]
A,167760566,1,Troika,"Gurr, David",David Gurr,0,0,1979,Queen Anne,QueenAnne3,Adult,Fiction,Thriller/Suspense,Null,"Macdonald & Jane's/Futura (1979), Edition: 1st ed",Hardcover,Troika by David Gurr (1979),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,English,English,PZ4 .G9815,[0771036604]
A,167760675,1,Recruited: An Alias Prequel,"Mason, Lynn",Lynn Mason,0,0,2002,Queen Anne,QueenAnne3,Adult,Fiction,Thriller/Suspense,Null,"Bantam Books for Young Readers (2002), Edition: 3rd Printing, 224 pages",Paperback,Recruited: An Alias Prequel by Lynn Mason (2002),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Radio and television novels|Spy stories,813.54,English,English,,[0553493981]
A,167760696,1,Saint Odd: An Odd Thomas Novel,"Koontz, Dean",Dean Koontz,0,0,2015,Queen Anne,QueenAnne3,Adult,Fiction,Thriller/Suspense,Null,"Bantam (2015), Edition: First Edition, 352 pages",Hardcover,Saint Odd: An Odd Thomas Novel by Dean Koontz (2015),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,English,English,PS3561 .O55,[9780345545879]
A,167762882,1,Birds of America: Stories,"Moore, Lorrie",Lorrie Moore,0,0,1998,Queen Anne,QueenAnne4,Adult,Fiction,Anthology/Essays/Short stories,Null,"Knopf (1998), Edition: 1st, 304 pages",Hardcover,Birds of America: Stories by Lorrie Moore (1998),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,United States > Fiction. > 20th century|United States > Social life and customs > 20th century > Fiction,813.54,English,English,PS3563 .O6225,[0679445978]
A,167762861,1,A Long Way Home: A Memoir,"Brierley, Saroo",Saroo Brierley,1,0,2015,Queen Anne,QueenAnne4,Adult,Nonfiction,Biography/Autobiography/Memoir,Null,"Berkley (2015), Edition: Reprint, 288 pages",Paperback,A Long Way Home: A Memoir by Saroo Brierley (2015),"Biography And History > Culture and Institutions > Experiences of Family Caregivers > Marriage and Parenting > Pacific > Parenting > Social Sciences > Social Sciences, Sociology, Anthropology",,306.8740994,English,English,CT2808 .B67,[9780425276198]
A,167763044,1,El Zarco (Spanish Edition),"Altamirano, Ignacio Manuel",Ignacio Manuel Altamirano,1,0,2009,Queen Anne,QueenAnne4,Adult,Fiction,Classics,Novel,"Berbera Editores (2009), Edition: 2nd edition, 143 pages",Paperback,El Zarco (Spanish Edition) by Ignacio Manuel Altamirano (2009),American And Canadian > Fiction > Literature,,813,Spanish,Spanish,PQ7297 .A6,[9707830344]
A,167762915,1,Ramayana,"Narayan, R. K.",R. K. Narayan,1,0,1977,Queen Anne,QueenAnne4,Adult,Fiction,Classics,Religion,"Penguin Books (1977), 192 pages",Paperback,Ramayana by R. K. Narayan (1977),"Islam, Babism, Bahai Faith > Moral Theology, Pillars of the Faith > Other Religions > Religion ",FALSE,297.5922,English,English,PR9499.3 .N3,[0140044280]
A,167763009,1,The Curse of Bigness: Antitrust in the New Gilded Age,"Wu, Tim",Tim Wu,1,0,2018,Queen Anne,QueenAnne4,Adult,Nonfiction,Cultural Studies,Null,"Columbia Global Reports (2018), 154 pages",Paperback,The Curse of Bigness: Antitrust in the New Gilded Age by Tim Wu (2018),,,,English,English,,[0999745468]
A,167763078,1,Oleanna: A Play,"Mamet, David",David Mamet,0,0,1993,Queen Anne,QueenAnne4,Adult,Fiction,Drama,Null,"Vintage (1993), Edition: 1st Vintage Books ed, 96 pages",Paperback,Oleanna: A Play by David Mamet (1993),20th Century > American And Canadian > Drama > Literature,College teachers > Drama|College teachers > United States > Drama|Teacher-student relationships > Drama|Teacher-student relationships > United States > Drama|Women college students > Drama|Women college students > United States > Drama,812.54,English,English,PS3563 .A4345,[067974536X]
A,167762869,1,"Lament of the Lamb, Vol. 1","Toume, Kei",Kei Toume,1,0,2004,Queen Anne,QueenAnne4,Adult,Nonfiction,Graphic/Manga,Null,"TokyoPop (2004), 216 pages",Paperback,"Lament of the Lamb, Vol. 1 by Kei Toume (2004)","Arts and Recreation > Cartoons, cariactures, comics > Drawing; Drawings > Graphic arts and decorative arts ; design",,741.5,English,English,PN6790 .J34,[1591828147]
A,167762833,1,Witness in Death,"Robb, J. D.",J. D. Robb,0,0,2000,Queen Anne,QueenAnne4,Adult,Fiction,Mystery,Null,"Berkley (2000), Edition: Reprint, 368 pages",Paperback,Witness in Death by J. D. Robb (2000),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Dallas, Eve (Fictitious character) > Fiction|Mystery fiction|New York (N.Y.) > Fiction|Police > New York > Fiction|Police > New York (State) > New York > Fiction|Policewomen > Fiction",813.54,English,English,PS3568 .O243,[9780425173633]
A,167762860,1,Memories of Midnight,"Sheldon, Sidney",Sidney Sheldon,0,0,1991,Queen Anne,QueenAnne4,Adult,Fiction,Mystery,Null,"Grand Central Publishing (1991), Edition: 1st, 416 pages",Paperback,Memories of Midnight by Sidney Sheldon (1991),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Detective and mystery stories,813.54,English,English,PS3569 .H3927,[0446354678]
A,167762975,1,The Cuckoo's Calling (A Cormoran Strike Novel),"Galbraith, Robert",Robert Galbraith,0,0,2013,Queen Anne,QueenAnne4,Adult,Fiction,Mystery,Null,"Mulholland Books (2013), 464 pages",Hardcover,The Cuckoo's Calling (A Cormoran Strike Novel) by Robert Galbraith (2013),21st Century > English > Fiction > Literature > Modern Period,,823.92,English,English,PR6068 .O93,[0316206849]
A,167762848,1,Betrayals: A Novel,"Palliser, Charles",Charles Palliser,0,0,1996,Queen Anne,QueenAnne4,Adult,Fiction,Mystery,Null,"Ballantine Books (1996), Edition: Reprint, 368 pages",Paperback,Betrayals: A Novel by Charles Palliser (1996),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,Betrayal > Fiction|Experimental fiction|Frame-stories|Literary recreations > Fiction|Satire|Scotland > Fiction|satire,823.914,English,English,PR6066 .A43,[0345404351]
A,167762912,1,Light of the Moon,"Rice, Luanne",Luanne Rice,0,0,2008,Queen Anne,QueenAnne4,Adult,Fiction,Novel,Null,"Bantam (2008), Edition: Reprint, 496 pages",Paperback,Light of the Moon by Luanne Rice (2008),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Americans > France > Fiction|Camargue (France) > Fiction|Last words > Fiction|Love Stories|Love stories|Mothers > Death > Fiction,813.54,English,English,PS3568 .I289,[055358975X]
A,167762846,1,The Graduate,"Webb, Charles",Charles Webb,0,0,2002,Queen Anne,QueenAnne4,Adult,Fiction,Novel,Null,"Washington Square Press (2002), Edition: copyright 1963, 272 pages",Paperback,The Graduate by Charles Webb (2002),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Bildungsromans|College graduates > Fiction|Love Stories|Love stories|Mistresses > Fiction|Mothers and daughters > Fiction|Young men > Fiction,813.54,English,English,PS3573 .E195,[0743456459]
A,167762877,1,Father's Day: A Novel,"Batchelor, John Calvin",John Calvin Batchelor,0,0,1996,Queen Anne,QueenAnne4,Adult,Fiction,Novel,Null,"St Martins Pr (1996), 483 pages",Paperback,Father's Day: A Novel by John Calvin Batchelor (1996),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Fantastic fiction|Twenty-first century > Fiction|United States. Constitution. 25th Amendment > Fiction,813.54,English,English,PS3552 .A8268,[0312958587]
A,167762959,1,Suncatchers (The Derby Series #1),"Turner, Jamie Langston",Jamie Langston Turner,0,0,2000,Queen Anne,QueenAnne4,Adult,Fiction,Novel,Religion,"Bethany House Publishers (2000), Edition: Revised, 400 pages",Paperback,Suncatchers (The Derby Series #1) by Jamie Langston Turner (2000),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Christian fiction|Domestic fiction|Evangelicalism > Fiction|Journalists > Fiction|Separated people > Fiction|South Carolina > Fiction,813.54,English,English,PS3570 .U717,[0764224158]
A,167763032,1,A Regency Trio: Cecily or A Young Lady of Quality / Georgina / Lydia or Love in Town,"Darcy, Clare",Clare Darcy,0,0,1976,Queen Anne,QueenAnne4,Adult,Fiction,Romance,Null,"Walker (1976), 255 pages",Hardcover,A Regency Trio: Cecily or A Young Lady of Quality / Georgina / Lydia or Love in Town by Clare Darcy (1976),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,English,English,PS3554 .A67,[0802705553]
A,167762953,1,Safe Harbor (Hubbard's Point),"Rice, Luanne",Luanne Rice,0,0,2003,Queen Anne,QueenAnne4,Adult,Fiction,Romance,Null,"Bantam (2003), Edition: Reprint, 432 pages",Paperback,Safe Harbor (Hubbard's Point) by Luanne Rice (2003),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Domestic Fiction|Domestic fiction|New England > Fiction|SIsters > Fiction|Sisters > Fiction|Women > New England > Fiction,813.54,English,English,PS3568 .I289,[0553583956]
A,167762961,1,Inheritance (Inheritance Cycle),"Paolini, Christopher",Christopher Paolini,0,0,2011,Queen Anne,QueenAnne4,Adult,Fiction,SciFi/Fantasy,Null,"Knopf Books for Young Readers (2011), Edition: 1st, 860 pages",Hardcover,Inheritance (Inheritance Cycle) by Christopher Paolini (2011),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,PZ7 .P19535,[0375856110]
A,167762866,1,Hit List,"Block, Lawrence",Lawrence Block,0,0,2000,Queen Anne,QueenAnne4,Adult,Fiction,Thriller/Suspense,Null,"William Morrow (2000), Edition: 1st, 304 pages",Hardcover,Hit List by Lawrence Block (2000),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Assassins > Fiction|Assassins > United States > Fiction|Black humor (Literature)|Keller, John (Fictitious character) > Fiction|New York (N.Y.) > Fiction|Suspense fiction",813.54,English,English,PS3552 .L63,[0060198338]
A,167762898,1,Summer's Child,"Rice, Luanne",Luanne Rice,0,0,2005,Queen Anne,QueenAnne4,Adult,Fiction,Thriller/Suspense,Null,"Bantam (2005), 432 pages",Paperback,Summer's Child by Luanne Rice (2005),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Connecticut > Fiction|Missing persons > Fiction|Pregnant women > Fiction|Suspense fiction,813.54,English,English,PS3568 .I289,[0553587625]
A,167762947,1,Hornet Flight,"Follett, Ken",Ken Follett,0,0,2003,Queen Anne,QueenAnne4,Adult,Fiction,Thriller/Suspense,Null,"Penguin Books (2003), Edition: First Edition, 528 pages",Paperback,Hornet Flight by Ken Follett (2003),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Denmark > Fiction|England > Fiction|England > fiction|Radar > Military applications > Fiction|Teenage boys > Fiction|War stories|Women intelligence officers > Fiction|World War, 1939-1945 > Denmark > Fiction|World War, 1939-1945 > England > Fiction",823.914,English,English,PR6056 .O45,[9780451210746]
A,167762985,1,Thinner (Signet),"King, Stephen",Stephen King,0,0,1985,Queen Anne,QueenAnne4,Adult,Fiction,Thriller/Suspense,Null,"Signet (1985), 318 pages",Paperback,Thinner (Signet) by Stephen King (1985),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Allegories|Horror Tales|Horror tales|Large Type Books|Large type books|horror tales,813.54,English,English,PS3561 .I483,[0451190750]
A,167764990,1,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,"Bryson, Bill",Bill Bryson,0,0,2000,Queen Anne,QueenAnne5,Adult,Nonfiction,Biography/Autobiography/Memoir,Null,"Broadway Books (2000), Edition: Reprint, 304 pages",Paperback,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away by Bill Bryson (2000),Biography and History > Eisenhower Through Clinton Administrations > North America > Roosevelt Administration And Beyond > United States,"Bryson, Bill|Bryson, Bill > Anecdotes|Bryson, Bill, 1951-|United States > Anecdotes|United States > Anecdotes. > 1971-|United States > Civilization > 1970-|United States > Description and travel > Anecdotes|United States > Humor|United States > Social life and customs > 1971-|United States > Social life and customs > 1971- > Anecdotes|ƒtats-Unis > Moeurs et coutumes > 1971- > Anecdotes",973.92,English,English,E169 .Z82,[076790382X]
A,167764903,1,CliffsNotes on Steinbeck's The Grapes of Wrath (Cliffsnotes Literature Guides),"Vlcek, Kelly M",Kelly M Vlcek,0,0,2000,Queen Anne,QueenAnne5,Adult,Fiction,Classics,Null,"Cliffs Notes (2000), Edition: 1, 112 pages",Paperback,CliffsNotes on Steinbeck's The Grapes of Wrath (Cliffsnotes Literature Guides) by Kelly M Vlcek (2000),1900-1944 > 20th Century > American And Canadian > Fiction > Literature,,813.52,English,English,PS3537 .T3234,[0764585967]
A,167764975,1,Perfect Pairings: A Master SommelierÕs Practical Advice for Partnering Wine with Food,"Goldstein, Evan",Evan Goldstein,0,0,2006,Queen Anne,QueenAnne5,Adult,Nonfiction,Cookery,Null,"University of California Press (2006), Edition: 1st, 328 pages",Hardcover,Perfect Pairings: A Master SommelierÕs Practical Advice for Partnering Wine with Food by Evan Goldstein (2006),Drinks > Food And Drink > Home Economics > Technology > Wine,,641.22,English,English,TX714 .G648,[0520243773]
A,167765013,1,Blood Lines: An Inspector Bill Slider Mystery,"Harrod-Eagles, Cynthia",Cynthia Harrod-Eagles,0,0,1996,Queen Anne,QueenAnne5,Adult,Fiction,Mystery,Null,"Scribner (1996), Edition: Scribner ed., 281 pages",Hardcover,Blood Lines: An Inspector Bill Slider Mystery by Cynthia Harrod-Eagles (1996),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,English,English,,[0684800470]
A,167765025,1,Blood from a Stone (Commissario Guido Brunetti Mysteries),"Leon, Donna",Donna Leon,0,0,2006,Queen Anne,QueenAnne5,Adult,Fiction,Mystery,Null,"Penguin Books (2006), 384 pages",Paperback,Blood from a Stone (Commissario Guido Brunetti Mysteries) by Donna Leon (2006),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Africans > Italy > Fiction|Brunetti, Guido (Fictitious character) > Fiction|Detective and mystery stories|Murder > Investigation > Italy > Venice > Fiction|Murder > Italy > Venice > Fiction|Mystery fiction|Police > Italy > Venice > Fiction|Police > Venice > Fiction|Street vendors > Crimes against > Fiction|Venice (Italy) > Fiction",813.54,English,English,PS3562 .E534,[014303698X]
